PEDIDO;PRODUTO;QUANTIDADE;PREÇO UNITÁRIO;DATA E HORA COMPRA;CIDADE;CÓDIGO CLIENTE
256623;Fones de ouvido Bose SoundSport;1;514,94;27/04/2023 04:46;Manaus;10001
256624;Baterias AAA (pacote com 4);1;15,39;06/04/2023 16:07;Salvador;2215
256625;Cabo de carregamento Lightning;1;76,99;23/02/2023 14:00;Florianópolis;75001
256626;Baterias AAA (pacote com 4);1;15,39;10/03/2023 14:52;Fortaleza;94016
256627;Pilhas AA (pacote com 4);1;19,77;09/07/2023 01:53;Campinas;30301
256628;Cabo de carregamento Lightning;1;76,99;08/11/2022 05:36;Fortaleza;94016
256629;Baterias AAA (pacote com 4);1;15,39;08/08/2023 09:34;São Paulo;90001
256630;Laptop Macbook Pro;1;8755;25/05/2023 03:14;Fortaleza;94016
256631;Fones de ouvido com fio;1;61,74;05/10/2023 02:15;Fortaleza;94016
256632;Cabo de carregamento Lightning;1;76,99;15/08/2023 16:36;Fortaleza;94016
256633;TV de tela plana;1;1545;07/09/2023 03:31;Salvador;2215
256634;Cabo de carregamento Lightning;1;76,99;22/06/2023 11:24;São Paulo;90001
256635;Fones de ouvido Apple Airpods;1;772,5;06/06/2023 03:00;Rio de Janeiro;73301
256636;Cabo de carregamento Lightning;1;76,99;24/04/2023 03:38;Rio de Janeiro;73301
256637;Cabo de carregamento USB-C;1;61,54;04/10/2023 19:27;Manaus;10001
256638;Xiaomi Redmi 10;1;3090;05/03/2023 09:24;Campinas;30301
256639;Fones de ouvido Apple Airpods;1;772,5;06/10/2023 09:35;Salvador;2215
256640;iPhone;1;9890;08/08/2023 01:41;Fortaleza;94016
256641;Fones de ouvido com fio;1;61,74;12/01/2023 05:28;Florianópolis;75001
256642;Fones de ouvido com fio;1;61,74;03/04/2023 10:51;Fortaleza;94016
256643;Fones de ouvido com fio;1;61,74;05/03/2023 00:49;Florianópolis;75001
256644;Laptop Macbook Pro;1;8755;31/05/2023 04:18;Salvador;2215
256645;Cabo de carregamento USB-C;1;61,54;24/08/2023 15:58;Fortaleza;94016
256646;Monitor FHD de 27 polegadas;1;772,44;27/10/2022 11:06;Fortaleza;94016
256647;Laptop ThinkPad;1;5149,94;03/08/2023 08:45;Fortaleza;94016
256648;Monitor para jogos 4K de 27 polegadas;1;2008,44;05/12/2022 11:18;Campinas;30301
256649;Fones de ouvido com fio;1;61,74;03/03/2023 12:18;São Paulo;90001
256650;Baterias AAA (pacote com 4);1;15,39;02/05/2023 00:39;Rio de Janeiro;73301
256651;Baterias AAA (pacote com 4);1;15,39;20/06/2023 17:04;Salvador;2215
256652;Cabo de carregamento USB-C;1;61,54;27/12/2022 06:27;São Paulo;90001
256653;Cabo de carregamento USB-C;1;61,54;12/09/2023 00:38;São Paulo;90001
256654;Fones de ouvido Apple Airpods;1;772,5;14/07/2023 06:12;Fortaleza;94016
256655;Cabo de carregamento USB-C;2;61,54;19/08/2023 03:39;Fortaleza;94016
256656;Pilhas AA (pacote com 4);2;19,77;25/04/2023 13:10;Belo Horizonte;98101
256657;Cabo de carregamento Lightning;1;76,99;30/10/2022 19:34;São Paulo;90001
256658;Laptop ThinkPad;1;5149,94;13/01/2023 17:17;Salvador;2215
256659;Fones de ouvido com fio;1;61,74;17/12/2022 04:07;Fortaleza;94016
256660;Baterias AAA (pacote com 4);1;15,39;25/07/2023 08:07;Florianópolis;75001
256661;Laptop ThinkPad;1;5149,94;07/05/2023 11:55;Fortaleza;94016
256662;Cabo de carregamento USB-C;1;61,54;03/10/2023 22:09;Bahia;97035
256663;Secadora LG;1;3090;31/12/2022 22:12;Rio de Janeiro;73301
256664;Pilhas AA (pacote com 4);1;19,77;24/10/2022 11:47;Bahia;4101
256665;Fones de ouvido Bose SoundSport;1;514,94;24/07/2023 22:56;Fortaleza;94016
256666;Monitor de 20 polegadas;1;566,44;16/08/2023 20:35;São Paulo;90001
256666;Pilhas AA (pacote com 4);1;19,77;28/03/2023 08:38;São Paulo;90001
256667;Monitor ultralargo de 34 pol.;1;1956,94;30/09/2023 08:45;Fortaleza;94016
256668;Fones de ouvido com fio;2;61,74;18/07/2023 23:44;Fortaleza;94016
256669;Fones de ouvido com fio;1;61,74;21/07/2023 08:09;Fortaleza;94016
256670;Baterias AAA (pacote com 4);1;15,39;19/12/2022 10:36;Rio de Janeiro;73301
256671;iPhone;1;9890;29/06/2023 23:58;Manaus;10001
256671;Cabo de carregamento Lightning;1;76,99;20/05/2023 19:31;Manaus;10001
256672;Baterias AAA (pacote com 4);1;15,39;10/09/2023 17:28;Fortaleza;94016
256673;Monitor FHD de 27 polegadas;1;772,44;01/02/2023 00:04;Belo Horizonte;98101
256674;Cabo de carregamento Lightning;1;76,99;01/10/2023 14:39;Belo Horizonte;98101
256675;Fones de ouvido Apple Airpods;1;772,5;04/01/2023 00:08;Florianópolis;75001
256676;Pilhas AA (pacote com 4);2;19,77;15/10/2022 02:34;São Paulo;90001
256677;Cabo de carregamento USB-C;1;61,54;27/05/2023 16:44;Fortaleza;94016
256678;Cabo de carregamento Lightning;1;76,99;09/12/2022 04:18;Fortaleza;94016
256679;Laptop Macbook Pro;1;8755;26/01/2023 08:11;Campinas;30301
256680;Fones de ouvido com fio;1;61,74;09/03/2023 11:17;Manaus;10001
256681;Monitor para jogos 4K de 27 polegadas;1;2008,44;08/12/2022 23:41;Bahia;4101
256682;Cabo de carregamento Lightning;1;76,99;02/01/2023 00:14;Bahia;97035
256683;Cabo de carregamento USB-C;1;61,54;25/03/2023 04:24;Belo Horizonte;98101
256684;Cabo de carregamento USB-C;1;61,54;09/04/2023 18:06;Manaus;10001
256685;Pilhas AA (pacote com 4);1;19,77;02/07/2023 04:22;Manaus;10001
256686;Fones de ouvido com fio;1;61,74;31/05/2023 13:32;São Paulo;90001
256687;Fones de ouvido com fio;2;61,74;21/08/2023 18:20;Fortaleza;94016
256688;Pilhas AA (pacote com 4);1;19,77;15/08/2023 16:57;Salvador;2215
256689;Fones de ouvido com fio;1;61,74;10/12/2022 06:45;Fortaleza;94016
256690;Cabo de carregamento USB-C;1;61,54;12/06/2023 15:46;Salvador;2215
256691;Cabo de carregamento USB-C;1;61,54;26/12/2022 17:39;Belo Horizonte;98101
256692;Baterias AAA (pacote com 4);1;15,39;23/11/2022 18:29;Florianópolis;75001
256693;Pilhas AA (pacote com 4);1;19,77;13/11/2022 04:41;Salvador;2215
256694;Xiaomi Redmi 10;1;3090;21/05/2023 05:38;São Paulo;90001
256695;Cabo de carregamento Lightning;1;76,99;17/08/2023 06:45;São Paulo;90001
256696;Telefone Motorola X;1;2060;28/01/2023 17:30;São Paulo;90001
256697;Cabo de carregamento Lightning;1;76,99;10/04/2023 08:50;São Paulo;90001
256698;Fones de ouvido Apple Airpods;1;772,5;11/08/2023 06:17;Rio de Janeiro;73301
256699;Fones de ouvido Bose SoundSport;1;514,94;21/02/2023 10:08;São Paulo;90001
256700;Fones de ouvido com fio;1;61,74;28/06/2023 22:41;Fortaleza;94016
256701;Cabo de carregamento USB-C;2;61,54;27/02/2023 07:50;Rio de Janeiro;73301
256702;Cabo de carregamento Lightning;1;76,99;22/06/2023 20:13;Fortaleza;94016
256703;Cabo de carregamento USB-C;1;61,54;16/10/2022 22:16;São Paulo;90001
256704;Monitor para jogos 4K de 27 polegadas;1;2008,44;11/04/2023 21:38;São Paulo;90001
256705;iPhone;1;9890;26/06/2023 02:15;Fortaleza;94016
256706;Cabo de carregamento USB-C;1;61,54;02/03/2023 09:27;Florianópolis;75001
256707;Pilhas AA (pacote com 4);3;19,77;06/05/2023 22:56;Fortaleza;94016
256708;Monitor de 20 polegadas;1;566,44;05/04/2023 11:58;Bahia;97035
256708;Monitor FHD de 27 polegadas;1;772,44;04/06/2023 19:58;Bahia;97035
256709;Baterias AAA (pacote com 4);1;15,39;03/12/2022 22:21;Salvador;2215
256710;Monitor FHD de 27 polegadas;1;772,44;22/01/2023 08:17;Fortaleza;94016
256711;Monitor de 20 polegadas;1;566,44;08/02/2023 19:06;São Paulo;90001
256712;Pilhas AA (pacote com 4);2;19,77;13/08/2023 09:12;Belo Horizonte;98101
256713;Pilhas AA (pacote com 4);1;19,77;14/01/2023 05:08;Manaus;10001
256714;Cabo de carregamento USB-C;1;61,54;27/08/2023 13:44;São Paulo;90001
256715;Cabo de carregamento Lightning;1;76,99;29/10/2022 12:56;Manaus;10001
256716;Cabo de carregamento Lightning;1;76,99;25/03/2023 03:15;Fortaleza;94016
256717;TV de tela plana;1;1545;30/04/2023 03:07;Belo Horizonte;98101
256718;Pilhas AA (pacote com 4);4;19,77;22/04/2023 05:30;Fortaleza;94016
256719;Baterias AAA (pacote com 4);2;15,39;10/09/2023 22:02;São Paulo;90001
256720;Xiaomi Redmi 10;1;3090;26/08/2023 01:58;Belo Horizonte;98101
256721;Baterias AAA (pacote com 4);1;15,39;07/08/2023 13:59;Fortaleza;94016
256722;Fones de ouvido Bose SoundSport;1;514,94;03/11/2022 10:27;Rio de Janeiro;73301
256723;Fones de ouvido Apple Airpods;1;772,5;10/07/2023 16:37;Fortaleza;94016
256724;Fones de ouvido com fio;1;61,74;06/12/2022 16:45;Manaus;10001
256725;Laptop ThinkPad;1;5149,94;09/02/2023 11:14;São Paulo;90001
256726;Laptop ThinkPad;1;5149,94;19/09/2023 03:01;Manaus;10001
256727;Cabo de carregamento USB-C;2;61,54;26/11/2022 02:28;Bahia;97035
256728;Fones de ouvido com fio;1;61,74;06/08/2023 10:27;São Paulo;90001
256729;Baterias AAA (pacote com 4);1;15,39;22/09/2023 21:22;São Paulo;90001
256730;Fones de ouvido Bose SoundSport;1;514,94;02/08/2023 02:49;Bahia;4101
256731;Baterias AAA (pacote com 4);1;15,39;09/10/2023 06:00;Salvador;2215
256732;Cabo de carregamento Lightning;1;76,99;12/06/2023 12:35;Bahia;97035
256733;iPhone;1;9890;21/08/2023 14:05;Fortaleza;94016
256733;Cabo de carregamento Lightning;1;76,99;17/10/2022 20:16;Fortaleza;94016
256734;Baterias AAA (pacote com 4);1;15,39;06/07/2023 15:45;São Paulo;90001
256735;Cabo de carregamento Lightning;1;76,99;15/01/2023 21:31;Salvador;2215
256736;Fones de ouvido Apple Airpods;1;772,5;14/12/2022 15:00;Fortaleza;94016
256737;iPhone;1;9890;18/08/2023 18:29;Fortaleza;94016
256738;Cabo de carregamento Lightning;1;76,99;23/10/2022 10:40;Manaus;10001
256739;Monitor FHD de 27 polegadas;1;772,44;20/06/2023 14:47;Bahia;97035
256740;Fones de ouvido com fio;1;61,74;21/02/2023 08:28;São Paulo;90001
256741;Fones de ouvido com fio;1;61,74;18/06/2023 10:17;Fortaleza;94016
256742;Baterias AAA (pacote com 4);1;15,39;23/06/2023 01:21;Fortaleza;94016
256743;Cabo de carregamento USB-C;1;61,54;11/04/2023 14:07;Campinas;30301
256744;Monitor para jogos 4K de 27 polegadas;1;2008,44;08/08/2023 23:46;Manaus;10001
256745;Fones de ouvido Apple Airpods;1;772,5;30/06/2023 22:33;Bahia;4101
256746;Baterias AAA (pacote com 4);1;15,39;27/02/2023 04:24;Fortaleza;94016
256747;Pilhas AA (pacote com 4);1;19,77;31/08/2023 19:44;Manaus;10001
256748;Fones de ouvido com fio;1;61,74;13/06/2023 12:57;Rio de Janeiro;73301
256749;Cabo de carregamento USB-C;1;61,54;07/10/2023 06:07;Fortaleza;94016
256750;Monitor ultralargo de 34 pol.;1;1956,94;13/02/2023 07:05;São Paulo;90001
256751;Monitor de 20 polegadas;1;566,44;23/12/2022 16:56;Salvador;2215
256752;Fones de ouvido Bose SoundSport;1;514,94;15/09/2023 08:30;Salvador;2215
256753;Cabo de carregamento Lightning;2;76,99;05/08/2023 00:54;Bahia;97035
256754;Pilhas AA (pacote com 4);1;19,77;12/06/2023 15:05;São Paulo;90001
256755;Cabo de carregamento Lightning;2;76,99;24/07/2023 00:04;São Paulo;90001
256756;Pilhas AA (pacote com 4);1;19,77;02/06/2023 20:34;Salvador;2215
256757;Monitor para jogos 4K de 27 polegadas;1;2008,44;21/01/2023 06:18;Salvador;2215
256758;Monitor de 20 polegadas;1;566,44;21/10/2022 04:47;Fortaleza;94016
256759;Pilhas AA (pacote com 4);1;19,77;24/03/2023 14:41;Belo Horizonte;98101
256760;Fones de ouvido com fio;1;61,74;17/05/2023 14:33;Manaus;10001
256761;Fones de ouvido Bose SoundSport;1;514,94;04/09/2023 13:55;Bahia;97035
256762;Cabo de carregamento Lightning;1;76,99;17/03/2023 02:58;Belo Horizonte;98101
256763;Monitor FHD de 27 polegadas;1;772,44;15/03/2023 14:44;Fortaleza;94016
256763;Monitor FHD de 27 polegadas;1;772,44;02/08/2023 10:33;Fortaleza;94016
256764;Laptop ThinkPad;1;5149,94;25/02/2023 05:49;Campinas;30301
256765;Cabo de carregamento USB-C;1;61,54;30/06/2023 19:45;São Paulo;90001
256766;Cabo de carregamento USB-C;1;61,54;19/05/2023 12:53;Salvador;2215
256767;Cabo de carregamento USB-C;1;61,54;15/06/2023 19:51;Bahia;4101
256768;Fones de ouvido com fio;1;61,74;18/10/2022 08:00;Fortaleza;94016
256769;Monitor FHD de 27 polegadas;1;772,44;23/08/2023 18:05;Florianópolis;75001
256770;Monitor ultralargo de 34 pol.;1;1956,94;05/05/2023 17:36;Salvador;2215
256771;Secadora LG;1;3090;18/03/2023 07:38;Salvador;2215
256772;Cabo de carregamento USB-C;1;61,54;16/01/2023 12:08;Rio de Janeiro;73301
256773;Baterias AAA (pacote com 4);2;15,39;29/06/2023 02:40;Salvador;2215
256774;Fones de ouvido Apple Airpods;1;772,5;10/11/2022 08:23;Salvador;2215
256775;Xiaomi Redmi 10;1;3090;22/01/2023 01:05;Fortaleza;94016
256776;Cabo de carregamento USB-C;1;61,54;11/05/2023 05:03;Manaus;10001
256777;Fones de ouvido com fio;1;61,74;03/10/2023 21:12;Manaus;10001
256778;iPhone;1;9890;21/11/2022 21:20;Campinas;30301
256778;Cabo de carregamento Lightning;1;76,99;04/08/2023 21:28;Campinas;30301
256779;Monitor FHD de 27 polegadas;1;772,44;01/08/2023 19:23;Fortaleza;94016
256780;Monitor FHD de 27 polegadas;1;772,44;03/12/2022 05:02;Salvador;2215
256781;iPhone;1;9890;27/08/2023 22:14;Manaus;10001
256782;Cabo de carregamento Lightning;1;76,99;09/06/2023 02:21;Bahia;4101
256783;Cabo de carregamento Lightning;1;76,99;10/11/2022 05:43;Florianópolis;75001
256784;Pilhas AA (pacote com 4);1;19,77;18/02/2023 12:23;Bahia;97035
256785;Telefone Motorola X;1;2060;24/07/2023 07:12;Fortaleza;94016
256785;Cabo de carregamento USB-C;1;61,54;02/01/2023 10:53;Fortaleza;94016
256786;Cabo de carregamento USB-C;1;61,54;08/02/2023 14:43;Fortaleza;94016
256787;Cabo de carregamento USB-C;2;61,54;05/10/2023 07:55;São Paulo;90001
256788;iPhone;1;9890;12/09/2023 04:56;Manaus;10001
256789;Fones de ouvido com fio;1;61,74;07/10/2023 17:13;Manaus;10001
256790;Fones de ouvido Bose SoundSport;1;514,94;21/06/2023 20:49;Fortaleza;94016
256791;Fones de ouvido com fio;1;61,74;26/01/2023 15:35;Fortaleza;94016
256792;Pilhas AA (pacote com 4);1;19,77;31/03/2023 05:27;Fortaleza;94016
256793;Fones de ouvido Apple Airpods;1;772,5;11/08/2023 01:42;Salvador;2215
256794;Monitor FHD de 27 polegadas;1;772,44;17/06/2023 13:12;Bahia;4101
256795;Baterias AAA (pacote com 4);1;15,39;19/08/2023 02:26;Fortaleza;94016
256796;Cabo de carregamento USB-C;1;61,54;09/02/2023 23:11;Fortaleza;94016
256797;Fones de ouvido Apple Airpods;1;772,5;29/10/2022 03:17;Manaus;10001
256798;iPhone;1;9890;29/08/2023 17:20;Bahia;97035
256799;Fones de ouvido Bose SoundSport;1;514,94;12/02/2023 05:24;Campinas;30301
256800;Baterias AAA (pacote com 4);3;15,39;26/12/2022 03:06;Manaus;10001
256801;Fones de ouvido com fio;1;61,74;07/01/2023 03:52;Rio de Janeiro;73301
256802;Fones de ouvido com fio;1;61,74;26/01/2023 01:33;Manaus;10001
256803;Monitor de 20 polegadas;1;566,44;11/04/2023 03:47;Salvador;2215
256804;Fones de ouvido com fio;1;61,74;12/02/2023 01:44;Fortaleza;94016
256805;iPhone;1;9890;17/05/2023 03:33;Florianópolis;75001
256805;Fones de ouvido com fio;1;61,74;28/11/2022 00:04;Florianópolis;75001
256806;Cabo de carregamento Lightning;1;76,99;17/01/2023 02:40;Belo Horizonte;98101
256807;Fones de ouvido Bose SoundSport;1;514,94;27/03/2023 20:04;Fortaleza;94016
256808;Laptop Macbook Pro;1;8755;27/07/2023 05:54;Fortaleza;94016
256809;iPhone;1;9890;30/08/2023 16:52;Bahia;97035
256810;Pilhas AA (pacote com 4);1;19,77;14/03/2023 04:09;Florianópolis;75001
256811;Cabo de carregamento Lightning;1;76,99;09/09/2023 23:21;Fortaleza;94016
256812;Fones de ouvido com fio;1;61,74;15/12/2022 08:53;Fortaleza;94016
256813;Monitor para jogos 4K de 27 polegadas;1;2008,44;17/05/2023 12:51;Rio de Janeiro;73301
256814;Baterias AAA (pacote com 4);2;15,39;09/02/2023 08:48;Florianópolis;75001
256815;Cabo de carregamento USB-C;1;61,54;11/03/2023 19:33;Manaus;10001
256816;Monitor para jogos 4K de 27 polegadas;1;2008,44;22/04/2023 21:26;Salvador;2215
256817;Fones de ouvido Apple Airpods;1;772,5;05/03/2023 19:59;Manaus;10001
256818;Fones de ouvido com fio;1;61,74;18/08/2023 22:45;Fortaleza;94016
256819;Fones de ouvido com fio;1;61,74;28/06/2023 01:06;Campinas;30301
256820;Cabo de carregamento USB-C;1;61,54;07/10/2023 14:15;Salvador;2215
256821;Baterias AAA (pacote com 4);1;15,39;09/08/2023 06:32;Belo Horizonte;98101
256822;Monitor para jogos 4K de 27 polegadas;1;2008,44;07/10/2023 00:07;Bahia;97035
256823;Telefone Motorola X;1;2060;25/08/2023 20:11;Salvador;2215
256824;Pilhas AA (pacote com 4);4;19,77;05/08/2023 03:37;Rio de Janeiro;73301
256825;Fones de ouvido Apple Airpods;1;772,5;19/02/2023 21:52;Salvador;2215
256826;Cabo de carregamento Lightning;1;76,99;13/03/2023 03:44;Bahia;97035
256827;Cabo de carregamento Lightning;1;76,99;29/06/2023 11:48;Rio de Janeiro;73301
256828;Monitor para jogos 4K de 27 polegadas;1;2008,44;16/07/2023 13:13;Rio de Janeiro;73301
256829;Monitor de 20 polegadas;1;566,44;12/08/2023 21:38;Fortaleza;94016
256830;Fones de ouvido com fio;1;61,74;01/02/2023 07:47;Campinas;30301
256831;Cabo de carregamento Lightning;1;76,99;24/03/2023 04:31;Florianópolis;75001
256832;Fones de ouvido Bose SoundSport;1;514,94;20/09/2023 02:41;Fortaleza;94016
256833;iPhone;1;9890;02/09/2023 16:01;Fortaleza;94016
256834;Fones de ouvido Bose SoundSport;1;514,94;14/02/2023 04:00;Fortaleza;94016
256835;Cabo de carregamento Lightning;1;76,99;30/05/2023 18:16;São Paulo;90001
256836;Baterias AAA (pacote com 4);1;15,39;13/01/2023 01:42;Salvador;2215
256837;Baterias AAA (pacote com 4);4;15,39;15/10/2022 00:52;Rio de Janeiro;73301
256838;Laptop ThinkPad;1;5149,94;18/11/2022 06:20;Fortaleza;94016
256839;TV de tela plana;1;1545;26/03/2023 03:25;Salvador;2215
256840;Baterias AAA (pacote com 4);3;15,39;28/09/2023 01:34;Manaus;10001
256841;Cabo de carregamento USB-C;1;61,54;23/11/2022 08:26;São Paulo;90001
256842;iPhone;1;9890;15/12/2022 00:15;Fortaleza;94016
256843;TV de tela plana;1;1545;01/12/2022 20:43;Bahia;97035
256844;Secadora LG;1;3090;18/03/2023 06:04;Fortaleza;94016
256845;Baterias AAA (pacote com 4);2;15,39;04/10/2023 21:24;Fortaleza;94016
256846;Fones de ouvido Bose SoundSport;1;514,94;25/09/2023 12:28;Fortaleza;94016
256847;Baterias AAA (pacote com 4);1;15,39;14/01/2023 23:39;Florianópolis;75001
256848;Pilhas AA (pacote com 4);1;19,77;06/09/2023 01:33;Fortaleza;94016
256849;Cabo de carregamento USB-C;1;61,54;15/04/2023 23:44;São Paulo;90001
256850;Cabo de carregamento Lightning;1;76,99;14/10/2022 02:27;São Paulo;90001
256851;Cabo de carregamento USB-C;1;61,54;08/04/2023 16:52;São Paulo;90001
256852;Baterias AAA (pacote com 4);1;15,39;24/05/2023 21:13;São Paulo;90001
256853;Monitor de 20 polegadas;1;566,44;19/01/2023 14:06;Salvador;2215
256854;Fones de ouvido com fio;1;61,74;17/11/2022 10:13;Salvador;2215
256855;Fones de ouvido com fio;1;61,74;05/09/2023 10:15;Salvador;2215
256856;Cabo de carregamento USB-C;1;61,54;02/02/2023 20:42;Belo Horizonte;98101
256857;Pilhas AA (pacote com 4);3;19,77;15/10/2022 04:34;Fortaleza;94016
256858;Cabo de carregamento USB-C;1;61,54;07/06/2023 07:01;Salvador;2215
256859;Pilhas AA (pacote com 4);1;19,77;21/08/2023 20:29;São Paulo;90001
256860;Laptop Macbook Pro;1;8755;03/06/2023 06:10;Manaus;10001
256861;Fones de ouvido Apple Airpods;1;772,5;13/02/2023 07:40;Manaus;10001
256862;Pilhas AA (pacote com 4);4;19,77;21/05/2023 16:35;São Paulo;90001
256863;Fones de ouvido Apple Airpods;1;772,5;14/07/2023 10:43;São Paulo;90001
256864;Fones de ouvido Bose SoundSport;1;514,94;18/12/2022 18:29;Belo Horizonte;98101
256865;Cabo de carregamento Lightning;1;76,99;25/08/2023 18:48;Fortaleza;94016
256866;iPhone;1;9890;20/05/2023 05:18;Fortaleza;94016
256867;Cabo de carregamento Lightning;1;76,99;12/04/2023 06:39;Florianópolis;75001
256867;Laptop ThinkPad;1;5149,94;20/11/2022 12:37;Florianópolis;75001
256868;Fones de ouvido com fio;1;61,74;23/09/2023 06:14;Florianópolis;75001
256869;Cabo de carregamento Lightning;1;76,99;09/03/2023 16:40;Fortaleza;94016
256870;Monitor ultralargo de 34 pol.;1;1956,94;10/10/2023 00:16;Fortaleza;94016
256871;Pilhas AA (pacote com 4);1;19,77;02/01/2023 11:32;São Paulo;90001
256872;iPhone;1;9890;02/01/2023 21:13;Campinas;30301
256873;Pilhas AA (pacote com 4);1;19,77;24/04/2023 00:03;Belo Horizonte;98101
256874;Monitor para jogos 4K de 27 polegadas;1;2008,44;02/09/2023 21:28;Salvador;2215
256875;Pilhas AA (pacote com 4);1;19,77;27/01/2023 17:03;São Paulo;90001
256876;Cabo de carregamento Lightning;1;76,99;27/08/2023 01:40;Manaus;10001
256877;Baterias AAA (pacote com 4);1;15,39;09/12/2022 16:10;Florianópolis;75001
256878;Xiaomi Redmi 10;1;3090;17/09/2023 11:40;Salvador;2215
256878;Cabo de carregamento USB-C;1;61,54;18/03/2023 19:29;Salvador;2215
256879;Pilhas AA (pacote com 4);1;19,77;23/01/2023 12:35;Campinas;30301
256880;Monitor de 20 polegadas;1;566,44;06/06/2023 14:00;Belo Horizonte;98101
256881;Fones de ouvido com fio;1;61,74;30/03/2023 21:01;Belo Horizonte;98101
256882;Monitor de 20 polegadas;1;566,44;18/11/2022 04:03;Fortaleza;94016
256883;Fones de ouvido Bose SoundSport;1;514,94;02/05/2023 14:46;São Paulo;90001
256884;Fones de ouvido Apple Airpods;1;772,5;29/03/2023 14:06;Fortaleza;94016
256885;Cabo de carregamento USB-C;1;61,54;29/11/2022 20:01;Fortaleza;94016
256886;Cabo de carregamento Lightning;1;76,99;14/01/2023 07:58;Florianópolis;75001
256887;Pilhas AA (pacote com 4);3;19,77;31/10/2022 00:54;Florianópolis;75001
256888;Cabo de carregamento USB-C;1;61,54;14/10/2022 23:29;Fortaleza;94016
256889;Fones de ouvido Apple Airpods;1;772,5;05/05/2023 00:39;Manaus;10001
256890;Cabo de carregamento Lightning;1;76,99;19/08/2023 20:26;Rio de Janeiro;73301
256891;Pilhas AA (pacote com 4);1;19,77;16/08/2023 16:08;São Paulo;90001
256892;Baterias AAA (pacote com 4);1;15,39;29/07/2023 06:46;Manaus;10001
256893;Cabo de carregamento USB-C;2;61,54;02/09/2023 07:17;Manaus;10001
256894;Fones de ouvido Apple Airpods;1;772,5;08/08/2023 01:10;Fortaleza;94016
256895;Monitor ultralargo de 34 pol.;1;1956,94;07/03/2023 05:29;Bahia;97035
256896;Fones de ouvido com fio;1;61,74;19/11/2022 16:33;Florianópolis;75001
256897;TV de tela plana;1;1545;28/11/2022 20:19;Belo Horizonte;98101
256898;Monitor ultralargo de 34 pol.;1;1956,94;13/12/2022 15:01;Campinas;30301
256899;Fones de ouvido com fio;1;61,74;06/12/2022 01:44;São Paulo;90001
256900;TV de tela plana;1;1545;16/04/2023 05:19;Manaus;10001
256901;Monitor FHD de 27 polegadas;1;772,44;19/11/2022 18:05;Fortaleza;94016
256902;Monitor ultralargo de 34 pol.;1;1956,94;28/06/2023 14:51;Salvador;2215
256903;Fones de ouvido com fio;1;61,74;16/07/2023 23:36;Salvador;2215
256904;Baterias AAA (pacote com 4);2;15,39;30/10/2022 10:03;Manaus;10001
256905;Baterias AAA (pacote com 4);1;15,39;04/07/2023 09:10;São Paulo;90001
256906;Cabo de carregamento USB-C;2;61,54;20/08/2023 10:20;Salvador;2215
256907;Fones de ouvido com fio;2;61,74;22/05/2023 00:56;Belo Horizonte;98101
256908;Cabo de carregamento Lightning;2;76,99;12/06/2023 17:39;Fortaleza;94016
256909;Fones de ouvido com fio;1;61,74;30/07/2023 11:47;Belo Horizonte;98101
256910;Fones de ouvido com fio;1;61,74;28/04/2023 05:27;Bahia;97035
256911;Fones de ouvido com fio;1;61,74;05/08/2023 09:48;Fortaleza;94016
256912;Máquina de lavar LG;1;3090;09/12/2022 21:26;Fortaleza;94016
256913;Cabo de carregamento Lightning;1;76,99;18/10/2022 21:46;Bahia;97035
256914;Monitor de 20 polegadas;1;566,44;21/01/2023 21:20;Belo Horizonte;98101
256915;Pilhas AA (pacote com 4);2;19,77;14/10/2022 19:51;Florianópolis;75001
256916;Baterias AAA (pacote com 4);1;15,39;16/02/2023 21:28;São Paulo;90001
256917;Fones de ouvido com fio;1;61,74;04/07/2023 22:42;Fortaleza;94016
256918;Monitor ultralargo de 34 pol.;1;1956,94;26/03/2023 00:44;Fortaleza;94016
256919;Fones de ouvido Bose SoundSport;1;514,94;26/05/2023 03:32;Florianópolis;75001
256920;Monitor FHD de 27 polegadas;1;772,44;24/04/2023 01:44;São Paulo;90001
256921;Pilhas AA (pacote com 4);1;19,77;13/12/2022 22:09;São Paulo;90001
256922;iPhone;1;9890;22/10/2022 07:11;Manaus;10001
256923;Cabo de carregamento Lightning;1;76,99;05/12/2022 01:08;Salvador;2215
256924;Monitor para jogos 4K de 27 polegadas;1;2008,44;27/12/2022 04:29;São Paulo;90001
256925;Monitor ultralargo de 34 pol.;1;1956,94;25/01/2023 10:55;Florianópolis;75001
256926;Monitor para jogos 4K de 27 polegadas;1;2008,44;28/12/2022 13:34;Rio de Janeiro;73301
256927;Cabo de carregamento Lightning;1;76,99;13/08/2023 00:54;Bahia;97035
256928;Laptop Macbook Pro;1;8755;25/04/2023 13:18;Manaus;10001
256929;Fones de ouvido Apple Airpods;1;772,5;16/10/2022 17:46;Manaus;10001
256930;Cabo de carregamento USB-C;1;61,54;25/05/2023 07:55;Bahia;97035
256931;Cabo de carregamento Lightning;1;76,99;06/11/2022 20:02;São Paulo;90001
256932;Fones de ouvido Apple Airpods;1;772,5;26/07/2023 13:54;Fortaleza;94016
256933;Pilhas AA (pacote com 4);2;19,77;08/05/2023 00:13;Campinas;30301
256934;Monitor para jogos 4K de 27 polegadas;1;2008,44;23/01/2023 16:18;Salvador;2215
