PEDIDO;PRODUTO;QUANTIDADE;PREÇO UNITÁRIO;DATA E HORA COMPRA;CIDADE;CÓDIGO CLIENTE;MES;REFERENCIA
258159;Monitor ultralargo de 34 pol.;1;1956,94;04/09/2023 06:16;Rio de Janeiro;73301;9;202309
258160;Fones de ouvido com fio;1;61,74;17/05/2023 08:44;São Paulo;90001;5;202305
258161;Fones de ouvido Apple Airpods;1;772,5;11/08/2023 10:49;Salvador;2215;8;202308
258162;Laptop Macbook Pro;1;8755;22/08/2023 17:34;Rio de Janeiro;73301;8;202308
258163;Fones de ouvido com fio;1;61,74;11/08/2023 12:13;Belo Horizonte;98101;8;202308
258164;Monitor de 20 polegadas;1;566,44;25/08/2023 07:00;Manaus;10001;8;202308
258165;Baterias AAA (pacote com 4);1;15,39;09/07/2023 19:55;Manaus;10001;7;202307
258166;Fones de ouvido Apple Airpods;1;772,5;20/09/2023 19:44;Fortaleza;94016;9;202309
258167;Fones de ouvido Bose SoundSport;1;514,94;13/10/2022 07:22;Manaus;10001;10;202210
258168;Monitor FHD de 27 polegadas;1;772,44;29/11/2022 11:44;São Paulo;90001;11;202211
258169;Fones de ouvido com fio;1;61,74;21/07/2023 22:16;São Paulo;90001;7;202307
258170;Xiaomi Redmi 10;1;3090;29/05/2023 02:27;Manaus;10001;5;202305
258171;Pilhas AA (pacote com 4);1;19,77;14/02/2023 07:10;Campinas;30301;2;202302
258172;Xiaomi Redmi 10;1;3090;04/07/2023 10:04;Campinas;30301;7;202307
258173;Pilhas AA (pacote com 4);1;19,77;01/03/2023 15:14;São Paulo;90001;3;202303
258174;Cabo de carregamento Lightning;1;76,99;21/11/2022 02:21;Fortaleza;94016;11;202211
258175;Fones de ouvido com fio;1;61,74;26/07/2023 23:33;Fortaleza;94016;7;202307
258176;Monitor para jogos 4K de 27 polegadas;1;2008,44;20/08/2023 11:08;Florianópolis;75001;8;202308
258177;Cabo de carregamento USB-C;1;61,54;05/07/2023 15:55;Belo Horizonte;98101;7;202307
258178;Cabo de carregamento USB-C;1;61,54;24/10/2022 10:47;Campinas;30301;10;202210
258179;Fones de ouvido Apple Airpods;1;772,5;07/05/2023 02:24;Fortaleza;94016;5;202305
258180;Laptop ThinkPad;1;5149,94;01/04/2023 17:02;Belo Horizonte;98101;4;202304
258180;Pilhas AA (pacote com 4);1;19,77;26/08/2023 22:14;Belo Horizonte;98101;8;202308
258181;Fones de ouvido Bose SoundSport;1;514,94;22/09/2023 19:35;Salvador;2215;9;202309
258182;Fones de ouvido com fio;2;61,74;07/01/2023 18:52;Salvador;2215;1;202301
258183;Fones de ouvido Apple Airpods;1;772,5;01/06/2023 06:34;Campinas;30301;6;202306
258184;Fones de ouvido com fio;1;61,74;18/02/2023 15:51;Fortaleza;94016;2;202302
258185;Fones de ouvido Bose SoundSport;1;514,94;20/05/2023 07:36;Manaus;10001;5;202305
258186;Pilhas AA (pacote com 4);1;19,77;18/08/2023 02:07;São Paulo;90001;8;202308
258187;Cabo de carregamento USB-C;1;61,54;20/08/2023 20:23;Fortaleza;94016;8;202308
258188;Baterias AAA (pacote com 4);3;15,39;09/01/2023 06:28;Salvador;2215;1;202301
258189;Cabo de carregamento Lightning;1;76,99;10/04/2023 06:45;São Paulo;90001;4;202304
258190;Cabo de carregamento Lightning;1;76,99;04/10/2023 03:06;Belo Horizonte;98101;10;202310
258191;Monitor para jogos 4K de 27 polegadas;1;2008,44;16/01/2023 18:38;Manaus;10001;1;202301
258192;Monitor FHD de 27 polegadas;1;772,44;23/03/2023 17:35;Belo Horizonte;98101;3;202303
258193;Fones de ouvido Apple Airpods;1;772,5;05/03/2023 12:08;Campinas;30301;3;202303
258194;Fones de ouvido com fio;2;61,74;11/11/2022 04:57;Fortaleza;94016;11;202211
258195;iPhone;1;9890;17/08/2023 09:32;Belo Horizonte;98101;8;202308
258196;Pilhas AA (pacote com 4);1;19,77;20/08/2023 06:56;Bahia;97035;8;202308
258197;Monitor para jogos 4K de 27 polegadas;1;2008,44;04/12/2022 12:29;Belo Horizonte;98101;12;202212
258198;Monitor FHD de 27 polegadas;1;772,44;30/04/2023 01:07;Manaus;10001;4;202304
258199;Baterias AAA (pacote com 4);1;15,39;02/06/2023 03:46;Florianópolis;75001;6;202306
258200;Cabo de carregamento USB-C;1;61,54;07/10/2023 16:34;Bahia;97035;10;202310
258201;Baterias AAA (pacote com 4);1;15,39;05/07/2023 11:56;Fortaleza;94016;7;202307
258202;iPhone;1;9890;15/05/2023 20:35;Fortaleza;94016;5;202305
258203;Baterias AAA (pacote com 4);1;15,39;25/04/2023 19:31;Belo Horizonte;98101;4;202304
258204;Monitor FHD de 27 polegadas;1;772,44;02/11/2022 17:02;Campinas;30301;11;202211
258205;Monitor FHD de 27 polegadas;1;772,44;14/10/2022 16:25;Fortaleza;94016;10;202210
258206;Fones de ouvido com fio;2;61,74;06/03/2023 20:13;São Paulo;90001;3;202303
258207;Monitor para jogos 4K de 27 polegadas;1;2008,44;31/08/2023 05:00;Campinas;30301;8;202308
258208;Telefone Motorola X;1;2060;01/12/2022 13:39;Florianópolis;75001;12;202212
258208;Cabo de carregamento USB-C;3;61,54;27/09/2023 19:10;Florianópolis;75001;9;202309
258209;Pilhas AA (pacote com 4);1;19,77;16/11/2022 22:23;Belo Horizonte;98101;11;202211
258210;Cabo de carregamento Lightning;1;76,99;22/12/2022 15:56;Fortaleza;94016;12;202212
258211;Fones de ouvido com fio;1;61,74;18/12/2022 02:50;Belo Horizonte;98101;12;202212
258212;Fones de ouvido Bose SoundSport;1;514,94;21/12/2022 09:27;Fortaleza;94016;12;202212
258213;Baterias AAA (pacote com 4);1;15,39;23/02/2023 21:51;Campinas;30301;2;202302
258214;Laptop Macbook Pro;1;8755;04/12/2022 13:46;São Paulo;90001;12;202212
258215;Monitor FHD de 27 polegadas;1;772,44;31/08/2023 06:18;Manaus;10001;8;202308
258216;Fones de ouvido com fio;1;61,74;06/05/2023 03:05;Florianópolis;75001;5;202305
258217;Monitor ultralargo de 34 pol.;1;1956,94;05/07/2023 14:10;Campinas;30301;7;202307
258218;iPhone;1;9890;30/12/2022 14:50;Florianópolis;75001;12;202212
258219;Pilhas AA (pacote com 4);3;19,77;12/02/2023 21:35;Fortaleza;94016;2;202302
258220;Telefone Motorola X;1;2060;23/07/2023 06:01;São Paulo;90001;7;202307
258220;Fones de ouvido Bose SoundSport;1;514,94;10/12/2022 11:19;São Paulo;90001;12;202212
258221;Laptop Macbook Pro;1;8755;09/02/2023 16:57;Manaus;10001;2;202302
258222;Monitor para jogos 4K de 27 polegadas;1;2008,44;30/08/2023 07:04;Bahia;4101;8;202308
258223;Pilhas AA (pacote com 4);1;19,77;29/06/2023 09:42;Fortaleza;94016;6;202306
258224;Pilhas AA (pacote com 4);1;19,77;09/07/2023 02:51;Fortaleza;94016;7;202307
258225;Baterias AAA (pacote com 4);1;15,39;26/12/2022 05:27;Fortaleza;94016;12;202212
258226;Cabo de carregamento USB-C;1;61,54;26/07/2023 15:08;Fortaleza;94016;7;202307
258227;Pilhas AA (pacote com 4);1;19,77;17/04/2023 09:28;Salvador;2215;4;202304
258228;Pilhas AA (pacote com 4);1;19,77;01/01/2023 18:20;Salvador;2215;1;202301
258229;Baterias AAA (pacote com 4);1;15,39;08/12/2022 16:17;São Paulo;90001;12;202212
258230;Fones de ouvido Bose SoundSport;1;514,94;12/05/2023 21:17;Manaus;10001;5;202305
258231;Secadora LG;1;3090;29/11/2022 16:40;São Paulo;90001;11;202211
258232;Monitor de 20 polegadas;1;566,44;21/02/2023 18:41;Manaus;10001;2;202302
258233;Monitor para jogos 4K de 27 polegadas;1;2008,44;18/01/2023 06:06;Fortaleza;94016;1;202301
258234;Fones de ouvido Apple Airpods;1;772,5;07/03/2023 21:26;Manaus;10001;3;202303
258235;Fones de ouvido Bose SoundSport;1;514,94;09/08/2023 20:02;Fortaleza;94016;8;202308
258236;Fones de ouvido Apple Airpods;1;772,5;27/03/2023 07:23;Rio de Janeiro;73301;3;202303
258237;Fones de ouvido Apple Airpods;1;772,5;18/08/2023 18:52;São Paulo;90001;8;202308
258238;Baterias AAA (pacote com 4);1;15,39;12/12/2022 00:17;Fortaleza;94016;12;202212
258239;Monitor FHD de 27 polegadas;1;772,44;16/06/2023 10:02;Fortaleza;94016;6;202306
258240;Fones de ouvido com fio;1;61,74;14/05/2023 03:50;Belo Horizonte;98101;5;202305
258241;Fones de ouvido Bose SoundSport;1;514,94;30/10/2022 09:38;São Paulo;90001;10;202210
258242;Baterias AAA (pacote com 4);1;15,39;07/03/2023 17:13;Fortaleza;94016;3;202303
258243;Fones de ouvido Bose SoundSport;1;514,94;02/01/2023 00:29;Fortaleza;94016;1;202301
258244;Cabo de carregamento USB-C;1;61,54;26/05/2023 09:23;São Paulo;90001;5;202305
258245;Cabo de carregamento Lightning;1;76,99;14/03/2023 08:35;Bahia;97035;3;202303
258246;Monitor de 20 polegadas;1;566,44;07/03/2023 23:47;Fortaleza;94016;3;202303
258247;Cabo de carregamento USB-C;1;61,54;13/06/2023 06:48;Fortaleza;94016;6;202306
258248;Baterias AAA (pacote com 4);2;15,39;26/11/2022 08:40;Rio de Janeiro;73301;11;202211
258249;Fones de ouvido Apple Airpods;1;772,5;07/08/2023 23:22;São Paulo;90001;8;202308
258250;Cabo de carregamento Lightning;1;76,99;09/07/2023 02:34;Bahia;97035;7;202307
258251;Monitor de 20 polegadas;1;566,44;11/08/2023 16:10;São Paulo;90001;8;202308
258252;Monitor FHD de 27 polegadas;1;772,44;01/03/2023 21:14;Bahia;97035;3;202303
258253;Xiaomi Redmi 10;1;3090;03/05/2023 16:15;Florianópolis;75001;5;202305
258254;Fones de ouvido Bose SoundSport;1;514,94;27/11/2022 21:45;Bahia;4101;11;202211
258255;Pilhas AA (pacote com 4);1;19,77;13/05/2023 16:07;Fortaleza;94016;5;202305
258256;Pilhas AA (pacote com 4);1;19,77;06/11/2022 19:21;São Paulo;90001;11;202211
258257;Pilhas AA (pacote com 4);1;19,77;25/01/2023 21:17;Bahia;4101;1;202301
258258;Monitor de 20 polegadas;1;566,44;18/04/2023 08:11;São Paulo;90001;4;202304
258259;Cabo de carregamento USB-C;1;61,54;28/10/2022 04:11;Manaus;10001;10;202210
258260;Fones de ouvido Bose SoundSport;1;514,94;30/05/2023 15:00;Salvador;2215;5;202305
258261;Monitor para jogos 4K de 27 polegadas;1;2008,44;12/12/2022 13:35;Fortaleza;94016;12;202212
258262;Pilhas AA (pacote com 4);1;19,77;02/07/2023 19:09;Manaus;10001;7;202307
258263;iPhone;1;9890;28/06/2023 22:07;Florianópolis;75001;6;202306
258264;Pilhas AA (pacote com 4);1;19,77;05/06/2023 04:28;Salvador;2215;6;202306
258265;Fones de ouvido com fio;1;61,74;05/07/2023 05:08;Fortaleza;94016;7;202307
258266;Cabo de carregamento USB-C;1;61,54;27/08/2023 10:48;São Paulo;90001;8;202308
258267;Baterias AAA (pacote com 4);2;15,39;10/12/2022 13:00;Belo Horizonte;98101;12;202212
258268;Fones de ouvido Apple Airpods;1;772,5;20/11/2022 08:28;São Paulo;90001;11;202211
258269;Cabo de carregamento USB-C;1;61,54;09/01/2023 22:55;Fortaleza;94016;1;202301
258270;Fones de ouvido com fio;1;61,74;16/09/2023 23:59;Manaus;10001;9;202309
258271;Fones de ouvido Bose SoundSport;1;514,94;03/04/2023 15:54;Manaus;10001;4;202304
258272;Fones de ouvido com fio;1;61,74;04/09/2023 11:48;Florianópolis;75001;9;202309
258273;Cabo de carregamento USB-C;1;61,54;12/09/2023 03:46;Salvador;2215;9;202309
258274;Fones de ouvido com fio;1;61,74;16/06/2023 16:43;Bahia;97035;6;202306
258275;Fones de ouvido com fio;1;61,74;07/03/2023 17:28;Manaus;10001;3;202303
258276;Pilhas AA (pacote com 4);2;19,77;23/02/2023 16:02;Manaus;10001;2;202302
258277;Xiaomi Redmi 10;1;3090;30/10/2022 19:52;São Paulo;90001;10;202210
258277;Fones de ouvido Bose SoundSport;1;514,94;01/04/2023 22:57;São Paulo;90001;4;202304
258278;Monitor de 20 polegadas;1;566,44;25/05/2023 10:38;Florianópolis;75001;5;202305
258279;Baterias AAA (pacote com 4);2;15,39;24/06/2023 12:23;Fortaleza;94016;6;202306
258280;Fones de ouvido com fio;1;61,74;04/07/2023 08:52;Florianópolis;75001;7;202307
258281;Baterias AAA (pacote com 4);1;15,39;03/04/2023 19:59;Florianópolis;75001;4;202304
258282;Monitor de 20 polegadas;1;566,44;17/02/2023 11:15;Bahia;97035;2;202302
258283;Baterias AAA (pacote com 4);2;15,39;18/03/2023 13:32;São Paulo;90001;3;202303
258284;Fones de ouvido com fio;1;61,74;20/06/2023 06:52;Fortaleza;94016;6;202306
258285;Cabo de carregamento USB-C;2;61,54;26/05/2023 17:58;Campinas;30301;5;202305
258286;Cabo de carregamento Lightning;2;76,99;02/06/2023 12:35;Rio de Janeiro;73301;6;202306
258287;Baterias AAA (pacote com 4);1;15,39;12/12/2022 02:15;Rio de Janeiro;73301;12;202212
258288;Cabo de carregamento USB-C;1;61,54;20/07/2023 03:22;Salvador;2215;7;202307
258289;Fones de ouvido com fio;1;61,74;26/12/2022 18:57;Salvador;2215;12;202212
258290;Xiaomi Redmi 10;1;3090;07/03/2023 09:41;Campinas;30301;3;202303
258290;Cabo de carregamento USB-C;1;61,54;17/04/2023 13:14;Campinas;30301;4;202304
258291;Pilhas AA (pacote com 4);1;19,77;25/01/2023 01:37;Belo Horizonte;98101;1;202301
258292;Fones de ouvido Apple Airpods;1;772,5;30/06/2023 17:49;Bahia;97035;6;202306
258293;Xiaomi Redmi 10;1;3090;27/06/2023 01:47;Belo Horizonte;98101;6;202306
258294;Cabo de carregamento Lightning;1;76,99;21/05/2023 17:40;São Paulo;90001;5;202305
258295;Cabo de carregamento USB-C;1;61,54;30/10/2022 14:01;Fortaleza;94016;10;202210
258296;TV de tela plana;1;1545;04/02/2023 03:22;Manaus;10001;2;202302
258297;Pilhas AA (pacote com 4);1;19,77;25/10/2022 17:41;Fortaleza;94016;10;202210
258298;Monitor FHD de 27 polegadas;1;772,44;12/08/2023 12:07;Fortaleza;94016;8;202308
258299;Fones de ouvido com fio;1;61,74;07/11/2022 21:02;Belo Horizonte;98101;11;202211
258300;Telefone Motorola X;1;2060;29/04/2023 13:32;Fortaleza;94016;4;202304
258301;Xiaomi Redmi 10;1;3090;26/10/2022 22:34;Manaus;10001;10;202210
258302;Fones de ouvido com fio;1;61,74;27/10/2022 11:45;São Paulo;90001;10;202210
258303;Cabo de carregamento USB-C;1;61,54;03/06/2023 05:20;Salvador;2215;6;202306
258304;Fones de ouvido com fio;1;61,74;25/11/2022 06:04;Salvador;2215;11;202211
258305;Monitor FHD de 27 polegadas;1;772,44;18/03/2023 23:52;Manaus;10001;3;202303
258306;Pilhas AA (pacote com 4);1;19,77;08/04/2023 22:35;Campinas;30301;4;202304
258307;Fones de ouvido Bose SoundSport;1;514,94;04/06/2023 18:31;Florianópolis;75001;6;202306
258308;TV de tela plana;1;1545;07/02/2023 12:43;Fortaleza;94016;2;202302
258309;Fones de ouvido com fio;1;61,74;21/05/2023 23:19;Rio de Janeiro;73301;5;202305
258310;Baterias AAA (pacote com 4);2;15,39;15/04/2023 11:01;Fortaleza;94016;4;202304
258311;Cabo de carregamento Lightning;1;76,99;06/12/2022 00:03;Rio de Janeiro;73301;12;202212
258312;Pilhas AA (pacote com 4);1;19,77;26/05/2023 01:10;Salvador;2215;5;202305
258313;Baterias AAA (pacote com 4);2;15,39;02/06/2023 20:19;Salvador;2215;6;202306
258314;Xiaomi Redmi 10;1;3090;15/01/2023 11:31;Fortaleza;94016;1;202301
258315;Fones de ouvido com fio;1;61,74;21/06/2023 15:52;Bahia;4101;6;202306
258316;Pilhas AA (pacote com 4);1;19,77;27/10/2022 13:12;Fortaleza;94016;10;202210
258317;iPhone;1;9890;19/10/2022 22:54;Salvador;2215;10;202210
258318;Fones de ouvido Bose SoundSport;1;514,94;18/01/2023 09:48;Salvador;2215;1;202301
258318;Monitor ultralargo de 34 pol.;1;1956,94;22/10/2022 18:48;Salvador;2215;10;202210
258319;Baterias AAA (pacote com 4);3;15,39;02/05/2023 05:39;Fortaleza;94016;5;202305
258320;Cabo de carregamento USB-C;1;61,54;16/09/2023 20:20;São Paulo;90001;9;202309
258321;iPhone;1;9890;25/02/2023 04:58;Campinas;30301;2;202302
258322;Monitor ultralargo de 34 pol.;1;1956,94;25/05/2023 05:00;Fortaleza;94016;5;202305
258323;Pilhas AA (pacote com 4);1;19,77;28/05/2023 21:47;Salvador;2215;5;202305
258324;Laptop Macbook Pro;1;8755;22/02/2023 21:53;Fortaleza;94016;2;202302
258325;Baterias AAA (pacote com 4);2;15,39;28/08/2023 11:22;Fortaleza;94016;8;202308
258326;Monitor FHD de 27 polegadas;1;772,44;18/04/2023 18:19;São Paulo;90001;4;202304
258327;Laptop ThinkPad;1;5149,94;04/04/2023 23:04;Fortaleza;94016;4;202304
258328;Fones de ouvido com fio;1;61,74;14/01/2023 21:51;São Paulo;90001;1;202301
258329;Cabo de carregamento Lightning;1;76,99;16/07/2023 05:52;Fortaleza;94016;7;202307
258330;Monitor para jogos 4K de 27 polegadas;1;2008,44;01/08/2023 07:05;Campinas;30301;8;202308
258331;Fones de ouvido com fio;1;61,74;23/08/2023 06:29;São Paulo;90001;8;202308
258332;Fones de ouvido com fio;1;61,74;18/04/2023 09:43;Fortaleza;94016;4;202304
258333;Cabo de carregamento USB-C;1;61,54;07/11/2022 21:25;Manaus;10001;11;202211
258334;Fones de ouvido com fio;1;61,74;14/03/2023 22:17;Florianópolis;75001;3;202303
258335;Baterias AAA (pacote com 4);1;15,39;26/08/2023 18:12;Rio de Janeiro;73301;8;202308
258336;Cabo de carregamento USB-C;1;61,54;11/10/2023 11:43;São Paulo;90001;10;202310
258337;iPhone;1;9890;18/05/2023 07:21;Bahia;97035;5;202305
258338;Cabo de carregamento Lightning;1;76,99;01/08/2023 06:40;Campinas;30301;8;202308
258339;Cabo de carregamento USB-C;1;61,54;27/12/2022 19:44;Salvador;2215;12;202212
258340;Pilhas AA (pacote com 4);1;19,77;23/12/2022 13:27;Bahia;4101;12;202212
258341;iPhone;1;9890;23/02/2023 21:22;Belo Horizonte;98101;2;202302
258342;Xiaomi Redmi 10;1;3090;16/12/2022 16:44;Florianópolis;75001;12;202212
258343;Fones de ouvido Apple Airpods;1;772,5;06/10/2023 01:55;Salvador;2215;10;202310
258344;Fones de ouvido com fio;1;61,74;09/01/2023 08:31;Campinas;30301;1;202301
258345;Fones de ouvido com fio;2;61,74;20/06/2023 05:26;Fortaleza;94016;6;202306
258346;Fones de ouvido com fio;1;61,74;28/04/2023 15:58;Campinas;30301;4;202304
258347;Fones de ouvido Bose SoundSport;1;514,94;05/12/2022 14:16;Manaus;10001;12;202212
258347;Baterias AAA (pacote com 4);1;15,39;27/11/2022 11:36;Manaus;10001;11;202211
258348;Baterias AAA (pacote com 4);1;15,39;08/12/2022 16:12;Fortaleza;94016;12;202212
258349;Pilhas AA (pacote com 4);1;19,77;06/11/2022 02:09;Florianópolis;75001;11;202211
258350;Monitor para jogos 4K de 27 polegadas;1;2008,44;28/05/2023 12:17;São Paulo;90001;5;202305
258351;TV de tela plana;1;1545;22/04/2023 03:59;Salvador;2215;4;202304
258352;Pilhas AA (pacote com 4);1;19,77;08/11/2022 02:19;Belo Horizonte;98101;11;202211
258353;Cabo de carregamento USB-C;1;61,54;21/03/2023 09:47;Salvador;2215;3;202303
258354;Baterias AAA (pacote com 4);1;15,39;03/10/2023 14:46;Belo Horizonte;98101;10;202310
258355;Cabo de carregamento USB-C;1;61,54;13/12/2022 00:36;Fortaleza;94016;12;202212
258356;Fones de ouvido Apple Airpods;1;772,5;17/07/2023 07:48;São Paulo;90001;7;202307
258357;Fones de ouvido Apple Airpods;1;772,5;25/10/2022 00:48;Fortaleza;94016;10;202210
258358;Monitor FHD de 27 polegadas;1;772,44;16/06/2023 08:23;Manaus;10001;6;202306
258359;Fones de ouvido com fio;1;61,74;10/04/2023 10:15;Rio de Janeiro;73301;4;202304
258360;Fones de ouvido Bose SoundSport;1;514,94;30/03/2023 21:01;Campinas;30301;3;202303
258361;Laptop Macbook Pro;1;8755;12/04/2023 03:26;Bahia;97035;4;202304
258362;Monitor FHD de 27 polegadas;1;772,44;18/07/2023 06:15;Rio de Janeiro;73301;7;202307
258363;Xiaomi Redmi 10;1;3090;07/11/2022 20:00;São Paulo;90001;11;202211
258364;Baterias AAA (pacote com 4);2;15,39;16/04/2023 21:01;Fortaleza;94016;4;202304
258365;Fones de ouvido Apple Airpods;1;772,5;21/06/2023 01:56;Florianópolis;75001;6;202306
258366;Cabo de carregamento Lightning;1;76,99;11/07/2023 06:21;Fortaleza;94016;7;202307
258367;Fones de ouvido com fio;1;61,74;20/03/2023 07:07;São Paulo;90001;3;202303
258368;Pilhas AA (pacote com 4);1;19,77;11/04/2023 18:56;Salvador;2215;4;202304
258369;Cabo de carregamento USB-C;1;61,54;25/07/2023 06:35;Fortaleza;94016;7;202307
258370;Fones de ouvido com fio;1;61,74;24/12/2022 00:15;São Paulo;90001;12;202212
258371;Fones de ouvido Bose SoundSport;1;514,94;23/09/2023 02:49;São Paulo;90001;9;202309
258372;Fones de ouvido Apple Airpods;1;772,5;27/04/2023 19:06;Fortaleza;94016;4;202304
258373;Fones de ouvido Apple Airpods;1;772,5;08/06/2023 12:39;Fortaleza;94016;6;202306
258374;Cabo de carregamento Lightning;1;76,99;31/12/2022 02:54;Manaus;10001;12;202212
258375;Monitor ultralargo de 34 pol.;1;1956,94;17/04/2023 15:17;Bahia;97035;4;202304
258376;Fones de ouvido Apple Airpods;1;772,5;09/06/2023 09:33;Manaus;10001;6;202306
258376;Pilhas AA (pacote com 4);2;19,77;08/04/2023 19:04;Manaus;10001;4;202304
258377;Fones de ouvido Bose SoundSport;1;514,94;25/04/2023 17:24;Salvador;2215;4;202304
258378;Fones de ouvido Bose SoundSport;1;514,94;25/04/2023 08:20;Bahia;97035;4;202304
258379;Fones de ouvido Apple Airpods;1;772,5;26/08/2023 17:09;Bahia;4101;8;202308
258380;Cabo de carregamento USB-C;1;61,54;25/05/2023 16:57;Manaus;10001;5;202305
258381;iPhone;1;9890;09/01/2023 16:28;São Paulo;90001;1;202301
258382;Fones de ouvido com fio;1;61,74;07/01/2023 09:16;Salvador;2215;1;202301
258383;Pilhas AA (pacote com 4);1;19,77;15/07/2023 11:33;Bahia;4101;7;202307
258384;Baterias AAA (pacote com 4);1;15,39;27/10/2022 12:15;Bahia;97035;10;202210
258385;Baterias AAA (pacote com 4);1;15,39;26/09/2023 08:44;Salvador;2215;9;202309
258386;Cabo de carregamento USB-C;1;61,54;11/05/2023 19:22;Rio de Janeiro;73301;5;202305
258387;Baterias AAA (pacote com 4);1;15,39;17/08/2023 03:56;Manaus;10001;8;202308
258388;Cabo de carregamento USB-C;1;61,54;13/04/2023 20:39;Fortaleza;94016;4;202304
258389;Cabo de carregamento Lightning;1;76,99;07/03/2023 06:02;Rio de Janeiro;73301;3;202303
258390;Monitor para jogos 4K de 27 polegadas;1;2008,44;23/07/2023 16:59;Florianópolis;75001;7;202307
258391;Fones de ouvido Bose SoundSport;1;514,94;09/09/2023 15:14;Florianópolis;75001;9;202309
258392;Monitor FHD de 27 polegadas;1;772,44;18/07/2023 17:00;Manaus;10001;7;202307
258393;Monitor ultralargo de 34 pol.;1;1956,94;09/12/2022 13:37;Fortaleza;94016;12;202212
258394;Cabo de carregamento Lightning;1;76,99;23/06/2023 14:42;Fortaleza;94016;6;202306
258395;Fones de ouvido com fio;1;61,74;14/10/2022 16:17;Belo Horizonte;98101;10;202210
258396;Monitor de 20 polegadas;1;566,44;21/02/2023 23:33;Fortaleza;94016;2;202302
258397;Fones de ouvido Bose SoundSport;1;514,94;05/07/2023 13:18;Fortaleza;94016;7;202307
258398;Pilhas AA (pacote com 4);1;19,77;11/03/2023 00:54;São Paulo;90001;3;202303
258399;Fones de ouvido Apple Airpods;1;772,5;31/07/2023 07:22;Rio de Janeiro;73301;7;202307
258400;Cabo de carregamento Lightning;1;76,99;21/11/2022 15:33;Salvador;2215;11;202211
258401;Fones de ouvido Apple Airpods;1;772,5;05/02/2023 04:28;Bahia;97035;2;202302
258402;Máquina de lavar LG;1;3090;20/06/2023 15:38;Florianópolis;75001;6;202306
258403;Cabo de carregamento USB-C;1;61,54;03/08/2023 10:26;Salvador;2215;8;202308
258404;Pilhas AA (pacote com 4);1;19,77;17/10/2022 16:17;Fortaleza;94016;10;202210
258405;Cabo de carregamento USB-C;1;61,54;19/04/2023 00:25;Rio de Janeiro;73301;4;202304
258406;Cabo de carregamento USB-C;1;61,54;13/01/2023 23:24;Belo Horizonte;98101;1;202301
258407;Fones de ouvido Apple Airpods;1;772,5;08/11/2022 17:16;Florianópolis;75001;11;202211
258408;Cabo de carregamento USB-C;1;61,54;11/03/2023 14:51;Manaus;10001;3;202303
258409;Cabo de carregamento Lightning;1;76,99;02/08/2023 20:50;Fortaleza;94016;8;202308
258410;Fones de ouvido com fio;1;61,74;23/07/2023 13:25;Bahia;97035;7;202307
258411;Monitor para jogos 4K de 27 polegadas;1;2008,44;21/02/2023 03:06;São Paulo;90001;2;202302
258412;Cabo de carregamento USB-C;1;61,54;10/11/2022 01:58;Belo Horizonte;98101;11;202211
258413;iPhone;1;9890;28/04/2023 17:09;Salvador;2215;4;202304
258414;Monitor de 20 polegadas;1;566,44;07/10/2023 19:16;Florianópolis;75001;10;202310
258415;Cabo de carregamento USB-C;2;61,54;29/10/2022 16:18;Manaus;10001;10;202210
258415;Fones de ouvido com fio;1;61,74;17/11/2022 15:11;Manaus;10001;11;202211
258416;Laptop ThinkPad;1;5149,94;02/05/2023 03:57;Belo Horizonte;98101;5;202305
258417;Pilhas AA (pacote com 4);1;19,77;18/10/2022 02:08;Fortaleza;94016;10;202210
258418;Telefone Motorola X;1;2060;16/06/2023 10:32;São Paulo;90001;6;202306
258418;Fones de ouvido com fio;2;61,74;17/11/2022 10:51;São Paulo;90001;11;202211
258419;TV de tela plana;1;1545;22/08/2023 19:25;São Paulo;90001;8;202308
258420;Monitor para jogos 4K de 27 polegadas;1;2008,44;18/01/2023 11:01;São Paulo;90001;1;202301
258421;Baterias AAA (pacote com 4);1;15,39;06/09/2023 15:12;Campinas;30301;9;202309
258422;Baterias AAA (pacote com 4);1;15,39;29/09/2023 08:11;São Paulo;90001;9;202309
258423;Laptop Macbook Pro;1;8755;26/10/2022 12:17;São Paulo;90001;10;202210
258424;Fones de ouvido com fio;1;61,74;17/03/2023 11:48;Belo Horizonte;98101;3;202303
258425;Monitor para jogos 4K de 27 polegadas;1;2008,44;31/07/2023 12:59;Salvador;2215;7;202307
258426;Fones de ouvido Bose SoundSport;1;514,94;19/03/2023 21:25;Florianópolis;75001;3;202303
258427;Pilhas AA (pacote com 4);1;19,77;14/03/2023 13:42;Campinas;30301;3;202303
258428;Monitor para jogos 4K de 27 polegadas;1;2008,44;12/03/2023 05:49;São Paulo;90001;3;202303
258429;Cabo de carregamento Lightning;1;76,99;07/08/2023 02:23;Salvador;2215;8;202308
258430;Fones de ouvido Bose SoundSport;1;514,94;18/12/2022 00:59;Bahia;97035;12;202212
258431;Fones de ouvido Apple Airpods;1;772,5;09/07/2023 14:30;Florianópolis;75001;7;202307
258432;Fones de ouvido com fio;1;61,74;25/01/2023 08:10;São Paulo;90001;1;202301
258433;Fones de ouvido Apple Airpods;1;772,5;11/11/2022 09:27;Fortaleza;94016;11;202211
258434;Cabo de carregamento USB-C;1;61,54;19/01/2023 09:58;São Paulo;90001;1;202301
